645,Randal Feeney,3073.53,38
646,Ines Goodwin,1783.33,45
647,Alan Gulgowski,3483.29,42
648,Pinkie Farrell,2254.73,29
649,Martina Zieme,1787.94,20
650,Gilbert Herzog,2268.05,39
651,Garth Mante,1483.57,44
652,Bo Kertzmann Jr.,4530.18,36
653,Israel Bartell,2083.28,33
654,Reid Harris,588.44,45
655,Phil Koss,4572.72,26
656,Jody Wuckert,4207.23,38
657,Zachary Hettinger,1727.6,26
658,Ms. Angelic Lowe,3796.54,43
659,Nelson Harvey IV,1506.36,37
660,Dr. Rob Morissette,2567.85,44
661,Jerrold Johns,2421.91,23
662,Helena Bruen Sr.,2872.06,42
663,Inocencia Shields,4584.48,27
664,Lauralee Conroy,2592.52,30
665,Lanell Brakus,873.2,31
666,Carter Zulauf III,4094.75,27
667,Ms. Carlee Runte,3351.42,41
668,Keely Howell,2142.94,44
669,Rosenda Jaskolski,2043.7,31
670,Yuriko Morar,1145.53,39
671,Wilfredo McDermott MD,1975.08,32
672,Odell Hagenes,3388.72,22
673,Fredia Kozey,2383.49,24
674,Arlena Marquardt,3841.26,32
675,Brenda Stoltenberg,2504.94,32
676,Dr. Silas Yost,4434.8,35
677,Lashandra Schulist,3407.95,20
678,Chanell Koepp,4156.97,20
679,Refugio Jones,1099.57,38
680,Milan Mosciski,1843.81,24
681,Afton Hilll,4083.14,36
682,Yolanda Fritsch,926.79,47
683,Azzie Feeney,2209.5,45
684,Miss Chong Haag,2268.68,21
685,Mr. Lady Leffler,2802.29,20
686,Hoa Davis,940.52,20
687,Colby Schmeler,1202.42,21
688,Jerry Deckow Jr.,4198.16,32
689,Anita Terry,4098.49,21
690,Lura Gusikowski,1280.83,44
691,Corrie Luettgen,3150.45,36
692,Agustina Reichel,925.02,42
693,Dwight Jacobs Jr.,3503.97,39
694,Roman Brekke,1380.74,24
695,Miss Ariel Roberts,1672.0,24
696,Penny Fay,4679.19,25
697,Siu Langworth,4266.05,39
698,Murray Beer Jr.,758.79,27
699,Micheal Lakin,1506.42,25
700,Gerard Rosenbaum V,4603.25,37
701,Casimira Tremblay III,2319.92,36
702,Ms. Merrill Skiles,3995.87,39
703,Mrs. Effie Crooks,2832.5,32
704,Maricruz Friesen,4051.93,33
705,Juliet Feil DDS,1487.74,32
706,Yasmine Schmeler,1736.31,46
707,Micki Schaden,1669.74,34
708,Shannon Baumbach,1668.32,32
709,Leroy Sipes,588.16,38
710,Dwight Champlin,4671.62,31
711,Norris Nienow,4026.21,25
712,Peggie Champlin,4259.74,28
713,Quentin Jerde,3635.44,22
714,Meryl Williamson,4251.41,26
715,Audie Rath,710.87,37
716,Mr. Nidia Hills,3401.55,33
717,Evan King V,4939.56,32
718,Boyd Hintz,886.55,22
719,Mauro Heller,4278.08,32
720,Ms. Casandra Boyer,1264.16,39
721,Mr. Maxine Ernser,4464.04,22
722,Loretta Yost,3357.67,26
723,Burt Hartmann,3502.65,38
724,Mr. Noah Wehner,4849.08,47
725,Isaias Hane V,2983.26,24
726,Raleigh Hayes,3963.97,44
727,Lulu Powlowski Sr.,4911.38,39
728,Heath Carter I,981.87,21
729,Jarred Cartwright,802.72,33
730,Edra Goodwin,2503.7,33
731,Diane Bergnaum PhD,2636.17,30
732,Wes Ondricka,4064.53,31
733,Toby Rogahn,621.09,45
734,Margot Ziemann,1223.16,26
735,Dona Koss,4808.58,46
736,Dennis Monahan MD,1130.07,45
737,Bill Kub,4565.16,21
738,Louis Trantow I,1693.12,38
739,Hilton Donnelly V,1461.98,39
740,Hal Grant,2197.19,45
741,Exie Kerluke,2373.43,29
742,Sid Kautzer,1453.9,30
743,Delora McKenzie,2267.33,38
744,Yun Gulgowski,2732.44,25
745,Harley Zieme,1106.88,26
746,Dierdre Kiehn V,4947.51,34
747,Thomasina Ernser,576.07,22
748,Nicky Bernhard,3291.08,36
749,Ethyl Crona,3451.16,22
750,Gwyn O'Reilly,1811.86,42
751,Dr. Valentin Huel,2699.34,25
752,Serena Goodwin IV,584.76,31
753,Kieth Walker,3763.63,41
754,Marcelo Stehr,641.27,22
755,Willard Kautzer V,3222.82,42
756,Jona Connelly,2777.54,41
757,Zackary Hauck DDS,2421.72,34
758,Luanne Schmidt,1413.43,26
759,Yetta Keebler II,1749.39,45
760,Tyrone Stehr,3697.56,36
761,Antony Batz Jr.,3527.8,44
762,Irish Bauch,4623.16,21
763,Cedric Goodwin,1920.09,41
764,Charmain Beahan,1561.24,37
765,Dr. Harriett Reinger,1340.46,28
766,Marlena Paucek,757.2,36
767,Nicholas Christiansen,2492.8,35
768,Drew Auer,703.16,28
769,Lura O'Kon,3638.68,31
770,Ms. Talitha Blick,2878.59,26
771,Annita Leannon Sr.,1746.43,24
772,Ms. Earl Hermann,4005.41,41
773,Roxane Kuhlman IV,3879.6,43
774,Ronni Carroll,1308.4,34
775,Miss Velma Purdy,1397.47,44
776,Lean Ward,746.09,21
777,Karl Block,4952.64,46
778,Bertie Gerlach,655.96,34
779,Effie Cruickshank,1907.46,33
780,Herb Pouros,3775.56,33
781,Justin Sauer,3325.78,23
782,Many Rice,2249.1,47
783,Valorie Herman,3725.48,39
784,Eun Nienow,3523.05,22
785,Steve Schmeler IV,1118.94,32
786,Scott Hegmann III,4839.71,43
787,Ms. Milo Cartwright,2374.36,29
788,Elza Quitzon,2912.98,33
789,Alma Stark,4811.48,27
790,Derrick Metz,3709.33,37
791,Owen Muller,2154.86,47
792,Brock Schmitt,2312.05,24
793,Brooks Kuhic,3599.53,27
794,Leida Turner,1553.9,46
795,Ferdinand Goodwin,918.87,21
796,Brett Pacocha,4156.4,45
797,Mr. Riley Runolfsdottir,3668.43,34
798,Fidela Oberbrunner PhD,3235.35,44
799,Irene Beahan DDS,3566.07,31
800,Lucie Hammes,3786.01,27
801,Paul Hand,1053.61,22
802,Freddy Will III,592.99,32
803,Granville Harvey,821.79,43
804,Lavon Feeney,1562.69,28
805,Mr. Dominick Stracke,3421.5,28
806,Luigi Nitzsche,4144.79,22
807,Dong Gorczany PhD,4827.69,38
808,Delisa Abshire,3597.41,45
809,Cristobal Friesen,2943.0,28
810,Tangela Leuschke,4833.3,31
811,Dr. Alton Abernathy,4665.36,36
812,Rudolf Sporer,4861.95,29
813,Elizabeth Reinger,2057.31,30
814,Damian Block,3325.84,31
815,Billy Wehner Sr.,594.6,20
816,Rob VonRueden,2439.14,26
817,Neville Welch,1672.89,28
818,Chance Emmerich,3619.45,34
819,Sanora Dibbert,1634.61,22
820,Dominic Jast,2531.91,43
821,Loren Turner,2371.57,37
822,Kristle Kulas,3812.82,44
823,Otto Kiehn,3473.92,27
824,Jonathan Swift,1232.25,22
825,Rodney Goodwin III,2293.01,29
826,Ruby Reichel IV,1255.48,39
827,Saul Harvey,1194.57,23
828,Rey Skiles,1015.92,20
829,Ms. Rosana Upton,585.23,29
830,Adolfo Skiles,3568.06,40
831,Rolf Weissnat,838.3,31
832,Rolland Hirthe,1978.18,40
833,Jim Kassulke,1750.88,24
834,Jamey Bernier,2283.77,22
835,Myles DuBuque I,3100.12,34
836,Mr. Rochelle Yost,4870.79,24
837,Wm Becker V,1329.19,29
838,Pedro Beatty,2329.55,46
839,Suanne Roob,3468.17,23
840,Mary Skiles,2134.07,42
841,Raisa Hettinger II,2551.7,37
842,Hugo Kuhlman,2343.28,31
843,Miriam Goyette,813.35,38
844,Clemmie Hyatt,2685.17,32
845,Scottie Lindgren,4169.33,23
846,Autumn Hartmann,4353.31,45
847,Homer Cummings MD,552.48,47
848,Emerita Steuber,3981.54,38
849,Dr. Britt Grady,3181.49,22
850,Valentina Trantow,2851.7,32
851,Dwight Little,2599.58,34
852,Marian Hilpert,2742.29,43
853,Gussie Jacobson IV,3039.45,46
854,Joseph Simonis,4723.69,35
855,Norman Langworth,1669.12,30
856,Mathew Emard,2078.28,27
857,John Schmitt,4109.76,34
858,Rod Welch,1235.55,23
859,Thomasine Paucek,4467.9,24
860,Bart Schroeder,2198.08,45
861,Delana Bayer,3113.6,24
862,Merle Wiza,976.94,42
863,Alonso Gaylord,4070.14,30
864,Xiao West,1587.06,22
865,Miss Victoria Hermiston,3648.85,24
866,Cristal King,1590.03,36
867,Claretha Stehr,2463.5,29
868,Lawanna Kautzer,3825.68,27
869,Jamar Schuppe,1138.38,39
870,Jaquelyn Walsh,1877.12,30
871,Tasia Dooley,3046.24,38
872,Genie McDermott,2414.32,47
873,Kortney Davis,1832.48,23
874,Berry Oberbrunner,3596.32,35
875,Jae Witting,1512.36,34
876,Wm Walker,2685.1,28
877,Shawn Keeling,1457.18,41
878,Ms. Duncan Lakin,2942.26,35
879,Helene Sanford I,1626.71,43
880,Mila Ferry,713.7,41
881,Palmer Shields,3528.68,29
882,Jeff Gusikowski,2979.83,20
883,Carin Leuschke,774.32,21
884,Merle Sawayn,3277.32,30
885,Colin Powlowski,1526.18,26
886,Phebe Walsh,4064.38,46
887,Aron Hahn IV,4119.48,32
888,Benton Hoppe,1100.03,45
889,Kathrine Hamill DVM,565.68,32
890,Bee Spinka,725.89,30
891,Virgen Davis,3416.69,46
892,Aaron Witting,3231.91,38
893,Ms. Don Bernier,2370.18,46
894,Willia Pollich Sr.,1085.81,41
895,Cherlyn Flatley,2736.08,38
896,Tawanda Ferry Jr.,3311.81,47
897,Santiago Kunze,2454.71,39
898,Jasmin Murray,662.63,24
899,Norma Lang DDS,632.22,26
900,Tracey Parisian DDS,3900.13,27
901,Tatyana Labadie V,3074.62,45
902,Elvis Zemlak,814.29,29
903,Mr. Krysten Emmerich,1114.61,26
904,Raymond O'Kon,1479.33,25
905,Thomasine Reichel I,3494.02,22
906,Melvina Considine,2582.45,38
907,Kimberlie Fritsch,686.12,47
908,Virgilio Bayer,3697.92,26
909,Jule Ryan IV,1449.35,37
910,Gaston Quitzon,3317.17,39
911,Tiana Davis,4833.3,27
912,Mr. Lashay Walter,1130.25,28
913,Aretha Barton,1715.99,45
914,Andreas McKenzie,1608.78,32
915,Aura Altenwerth,4968.75,31
916,Lurline Streich,2166.1,34
917,Shiloh Denesik V,1103.83,47
918,Nikita Torphy,1229.99,42
919,Earl Barton,2648.36,47
920,Melia Hyatt DDS,2989.95,39
921,Ronald Strosin,3436.84,45
922,Mr. Cassandra Larkin,2304.08,39
923,Carolyne Little PhD,2947.91,22
924,Tana Schinner,1999.84,41
925,Racquel Schultz,3742.08,31
926,Miss Pat Franecki,1796.86,46
927,Mrs. Ronald Corwin,2570.14,27
928,Kieth Williamson V,1479.49,43
929,Enedina Brown,4632.63,41
930,Cyril Veum,4964.99,40
931,Casey Schimmel,1528.51,38
932,Miss German Block,3102.55,23
933,Danny Sipes,2302.68,39
934,Ronni Borer,3695.85,43
935,Hung Heidenreich MD,3237.99,36
936,Edna Hilpert,4410.53,41
937,Todd Bergstrom,1150.86,46
938,Gwenn Batz,2781.3,42
939,Isis Mayer,1124.44,38
940,Linda White IV,3162.51,31
941,Boyd Hagenes,3005.95,30
942,Mabel Jerde,4434.61,31
943,Roosevelt Larkin PhD,911.22,26
944,Arden O'Conner,4201.01,22
945,Mr. Sang Raynor,1919.12,39
946,Sirena DuBuque,2536.14,21
947,Kay Johns,2229.34,35
948,Daisy Kiehn,1579.95,21
949,Micah Romaguera,3893.74,31
950,Cindie Hegmann,845.12,21
951,Bud Schultz,4174.55,46
952,Starr Friesen Jr.,779.87,22
953,Corene Runolfsdottir,910.33,42
954,Breana Nitzsche,3651.49,42
955,Ronnie Koch,500.04,47
956,Stacy Kessler,3410.7,26
957,Marvis Grady I,1366.11,38
958,Eun Hoeger,514.42,26
959,Marnie McDermott,4537.73,29
960,Hellen Deckow II,520.05,21
961,Rueben Towne,2150.43,42
962,Mac Goodwin,1427.37,45
963,Dina Bradtke,1262.8,40
964,Romaine Stracke,4810.8,25
965,Lonny Bosco,4810.28,32
966,Wilhemina Swaniawski,2668.47,39
967,Darin Flatley,3640.79,27
968,Deandrea Wisoky,2158.31,41
969,Aurelio Rogahn,3228.81,40
970,Daria Bahringer,1464.83,21
971,Carley Dicki,1371.17,39
972,Marlin Reynolds,2369.61,24
973,Byron Bergstrom,3807.14,41
974,Yer Ankunding PhD,1257.52,45
975,Merissa Simonis,3554.93,46
976,Krysten Farrell,2897.77,45
977,Mr. Shanae Lubowitz,1693.63,28
978,Angelina Christiansen,2573.48,30
979,Alise Shields,1523.64,27
980,Edmund Hoppe,2974.34,32
981,Ivory Mitchell,4526.19,28
982,Kenneth Bartoletti IV,765.49,32
983,Shelton Altenwerth,1505.57,47
984,Otha Glover,4494.35,44
985,Ms. Tamesha Crona,1568.53,40
986,Miss Shad McCullough,1366.16,22
987,Ms. Scott Rath,643.29,34
988,Rodney Schuppe,714.14,27
989,Rey Bednar,755.9,45
990,Mr. Petra Heaney,1791.62,32
991,Laronda Barrows,704.4,46
992,Truman Hilll,4662.35,38
993,Keesha Emmerich,1498.09,30
994,Rodney Barton,3442.29,21
995,Ms. Eileen Corkery,2729.53,30
996,Dr. Orville Marquardt,907.88,45
997,Lacey Bogan,665.98,30
998,Lavern Von,4700.18,33
999,Mrs. Philip Hyatt,3317.45,26
1000,Dr. Blake Prosacco,567.64,42
1001,Willow Walker,4148.89,39
1,Hermina Roberts,4091.94,27
2,Ai Moore,4855.62,41
3,Houston Little,578.83,23
4,Adrian Marvin,3594.73,40
5,Kristofer Kris,2779.11,44
6,Bret Barton,2444.86,44
7,Mason Howell,4120.62,40
8,Iva Strosin,4916.15,45
9,Latoya Bahringer,4133.57,37
10,Dovie Leffler,1158.08,25
11,Mr. Cleopatra Swaniawski,1140.57,26
12,Jerrold Kiehn,3883.81,21
13,Shawnta Toy,1726.37,32
14,Willetta O'Keefe,3879.01,46
15,Ms. Jc Wehner,4360.62,21
16,Arlen Kub,684.76,28
17,Ms. Luciano Okuneva,752.61,41
18,Emiko McKenzie,1770.59,29
19,Selena Torphy,3658.37,30
20,Clay Hilpert,1800.56,40
21,Dr. Justin Goodwin,1036.9,41
22,Mr. Jody Satterfield,2898.72,37
23,Franklyn Cole,4443.87,36
24,Gary Williamson PhD,1618.23,38
25,Cammy Johnston,1425.14,24
26,Josef Muller III,1591.94,40
27,Leigha Hyatt V,3474.72,21
28,Mrs. Rodolfo Borer,589.94,36
29,Arthur Ritchie Sr.,3774.42,29
30,Adolph Kautzer,3726.16,34
31,Adria Beatty,2766.44,47
32,Cory Fay,1611.71,26
33,Lloyd Funk,4720.33,36
34,Abdul Ferry,2593.33,27
35,Mrs. Marcelino Turner,846.72,40
36,Apryl Bashirian,2182.96,42
37,Jake Block,1361.42,28
38,Gregg Toy DDS,975.02,22
39,Clayton Schimmel,1227.47,38
40,Kermit Swift,2022.81,26
41,Lupe Osinski,3203.45,36
42,Chara Schroeder,4679.36,34
43,Geoffrey Schaefer,1552.53,32
44,Kirstie Bartell,2703.35,44
45,Mitchel Dare,1255.46,22
46,Lonnie Turcotte,766.57,24
47,Golden Osinski IV,3706.56,38
48,Mr. Ahmed Miller,3627.69,24
49,Rogelio Doyle IV,1092.34,23
50,Denver Funk,3701.16,31
51,Lin Rutherford,4558.35,36
52,Mr. Vonda Rempel,906.38,47
53,Shila Bogisich,4419.09,35
54,In Schneider,2854.47,33
55,Steve Paucek,4670.46,35
56,Therese Schroeder,3733.4,35
57,Inocencia Harvey,2408.66,25
58,George Greenfelder DVM,639.83,46
59,Bob Kassulke,2878.15,44
60,Mrs. Kacey Fisher,3926.78,20
61,Christopher Gleichner,3016.86,47
62,Dr. Pricilla Marks,2516.47,26
63,Oliver Turcotte,1339.64,41
64,Mrs. Jame Hintz,4148.87,36
65,Cherry Bashirian,622.32,22
66,Floria Thompson,1348.73,42
67,Agatha Dickens,1319.26,36
68,Darrell Carter,4653.13,22
69,Mathilda Feil Jr.,3190.89,23
70,Billye Fritsch,1060.8,37
71,Lorette McClure,1247.85,27
72,Shaun Brakus,3632.52,45
73,Buford Schamberger DDS,2461.91,30
74,Maritza Hayes IV,936.0,39
75,Harriette O'Keefe,2556.05,39
76,Phillis Bernhard,3124.23,43
77,Santiago Mosciski,551.48,43
78,Yanira Marks,3762.67,35
79,Dr. Walker Hegmann,2620.87,21
80,Ellamae Kris,4793.03,21
81,Susan Dooley,4942.74,43
82,Sheldon Bradtke,4491.41,30
83,Jacquelin Beier,4386.22,32
84,Maryjane Schuppe,4644.21,34
85,Milton Lubowitz DVM,2881.13,44
86,Keva Kertzmann,2883.91,34
87,Jere Lynch,3404.98,20
88,Allen Hilll,2938.12,43
89,Shawanda Brekke,2152.03,29
90,Kenny Koss,1255.63,41
91,Lynetta Howe,2441.21,25
92,Myles Gleason,3780.66,22
93,John Bernier,1233.07,25
94,Donnie Mertz,3539.74,34
95,Haywood Gaylord,3153.78,33
96,Mrs. Jon Kris,4025.8,28
97,Chia Kilback,2133.71,40
98,Rod Grimes IV,2722.97,40
99,Brain Howe,1539.54,26
100,Ivory Hodkiewicz,2829.51,42
101,Steven Rogahn,2804.75,47
102,Arden Dach,955.31,24
103,Raina Orn,4100.39,29
104,Miss Donte Dietrich,3162.74,23
105,Maricruz Stark,2089.21,42
106,Klara Gibson,3293.19,47
107,Sharron Mueller,2048.01,38
108,Isreal Prosacco,622.75,22
109,Noe Langosh,2177.9,22
110,Tyrone Ziemann,1826.26,40
111,Elvia Lang,1520.34,22
112,Jenae Jakubowski,1848.53,47
113,Angel Dickens,753.13,34
114,Maira Strosin,550.45,43
115,Damon Fadel,1416.82,44
116,Ms. Izetta McKenzie,3119.5,35
117,Bob Dickinson,510.9,45
118,Denae Smitham,788.47,23
119,Glady Kuvalis DVM,2608.91,32
120,Hermina Ebert,4145.78,45
121,Priscila Kozey,3856.59,39
122,George Jerde III,3399.15,47
123,Ronnie Macejkovic,1445.43,41
124,Samara Miller,4125.58,44
125,Eura Renner,3297.39,47
126,Miss Clayton Walter,973.59,38
127,Ms. Stacy Farrell,4572.49,23
128,Korey Bednar,1502.75,39
129,Salvador Paucek,3387.28,30
130,Palma Runte V,1850.41,44
131,Gaynell Terry,1091.54,36
132,Reanna Lynch,3813.21,37
133,Jerrell Johnston,4924.04,42
134,Bart Reichel DVM,2928.05,40
135,Lucretia Mraz,1086.68,42
136,Lore Schamberger DDS,1356.66,45
137,Mr. Ezequiel Schaden,2137.3,38
138,Mac Smitham Jr.,4020.34,39
139,Kurt Lang,4345.31,39
140,Rudolph Zulauf DDS,2775.97,41
141,Santos Jones Sr.,3578.2,41
142,Mrs. Rodolfo Reilly,3648.73,22
143,Reginald Barrows,4135.18,43
144,Mr. Larue Jakubowski,1239.91,22
145,Marion Berge,3771.46,38
146,Ms. Ed Mertz,3073.03,31
147,Patty Jakubowski,813.27,29
148,Garfield Zieme,1646.78,32
149,Ms. Orville Vandervort,1756.06,36
150,Cedrick Lowe,3298.65,30
151,Demetrice Dickinson,1944.66,46
152,Mandy Cronin,4591.24,27
153,Mrs. Margarito Dickens,4107.06,44
154,Miss Carlton Medhurst,2720.71,26
155,Shonda Bergstrom,2001.04,42
156,Lyndsay Labadie,1777.18,37
157,Miss Lavern Conn,1561.45,24
158,Mr. Michal Yundt,801.05,32
159,Daryl Schroeder,2006.11,27
160,Les Balistreri,2619.11,29
161,Ms. Hobert Pagac,985.24,39
162,Ivan Marvin,2701.68,39
163,Kendall Klein V,618.7,36
164,Dana Blick,1925.93,25
165,Miss Stephen Botsford,593.09,25
166,Gilberte Ledner,3817.71,34
167,Otha Luettgen III,2589.49,38
168,Mignon Weimann,4339.06,45
169,Candie Bernier,3264.03,39
170,Sanjuanita Yundt,4420.22,42
171,Warren Hilll,3246.44,36
172,Oswaldo Littel DDS,3649.01,26
173,Augustine Metz Sr.,4584.34,40
174,Dirk Hayes Jr.,3458.27,45
175,Lula Baumbach,4010.24,43
176,Neal Hane,1106.81,31
177,Mrs. Apryl Rodriguez,989.11,26
178,Ms. Elroy Welch,2129.09,32
179,Stanford Turcotte,1410.84,26
180,Elly Luettgen IV,3601.74,42
181,Lexie Bruen,3393.76,39
182,Min Lebsack I,2800.82,47
183,Jesica Mayer,2240.89,21
184,Charisse Rath PhD,1153.62,43
185,Shawnna Kirlin,2489.72,37
186,Dwayne Mraz,1600.93,30
187,Kent Smitham,3740.03,36
188,Ms. Hung King,1270.93,24
189,Rigoberto Koelpin,1618.5,23
190,Ike Schumm III,2509.85,20
191,Sharilyn Schneider,3947.84,38
192,Jayson McLaughlin III,4207.45,31
193,Houston Harvey,1210.69,46
194,Ira Sauer MD,1075.53,20
195,Ms. Adrianna McCullough,2052.69,42
196,Quentin Gleichner,1681.8,43
197,Forest Aufderhar,2234.39,25
198,Shirlee Reynolds,737.89,25
199,Owen Bruen,973.69,28
200,Dr. Joe Jacobs,2907.54,41
201,Dr. Rosaria Schmidt,886.21,27
202,Sydney Hammes,3004.37,45
203,Craig Douglas,4165.95,34
204,Melynda Abbott III,803.38,38
205,Duane Blick,2337.41,24
206,Ellie Fay,2918.97,21
207,Reuben Hessel I,4333.38,30
208,Gertha Oberbrunner DVM,3950.46,30
209,Synthia Heaney,4886.66,44
210,Ella Lind,2190.51,39
211,Fawn Goldner,2894.33,25
212,Mauricio Miller,4719.19,47
213,Rolando Rath,4659.12,45
214,Johnson Rogahn III,2199.77,42
215,Letha Feest,1386.61,37
216,Sergio Ernser,908.27,41
217,Theola Ortiz,1762.91,24
218,Jewell Fisher II,2775.03,26
219,Frederic Goyette,1007.62,39
220,Merna Price,922.76,37
221,Sam Morar,1840.65,47
222,Venetta Sanford,3127.34,37
223,Hortense Parisian,1378.82,46
224,Nolan Koepp,3659.97,31
225,Claudio Bergnaum,1365.32,25
226,Ewa O'Keefe,2192.37,38
227,Emiko Grant,3407.17,23
228,Granville Satterfield,3314.65,37
229,German Pfannerstill DDS,3135.02,47
230,Giovanni Breitenberg,2066.57,41
231,Armanda Murphy,1422.57,31
232,Natacha Jast,2637.59,26
233,Chanda Turcotte,708.72,43
234,Melody Carroll,4546.57,36
235,Casie Ziemann,2587.76,41
236,Rolando Gerlach,4312.37,21
237,Blaine Miller,4026.12,28
238,Maudie Batz MD,4478.11,21
239,Joe Lubowitz,4194.84,42
240,Shela Bechtelar,2301.9,22
241,Napoleon Torp II,2022.06,28
242,Hubert Cronin MD,3966.35,20
243,Gino Quitzon,729.52,44
244,Daphne Von,2793.15,23
245,Karole Kunze,1259.1,33
246,Dorie Mante PhD,2786.78,23
247,Dr. Rodolfo Christiansen,1438.46,29
248,Charolette Kuhn,2710.18,31
249,Lincoln Dickinson,1905.67,45
250,Nelda Reynolds,3875.9,31
251,Jesus Johnson DVM,3627.05,34
252,Miss Toby Von,797.76,27
253,Joshua Abbott,1223.55,23
254,Ms. Trey Nitzsche,4571.45,37
255,Eldora Cremin DDS,4341.94,20
256,Hilario Ward III,2388.87,29
257,Doyle Quitzon Sr.,4193.8,27
258,Roy Marquardt Sr.,4211.82,40
259,Edmundo Weber III,691.52,23
260,Enid Champlin MD,1054.4,31
261,Rene McKenzie,1983.08,35
262,Humberto Lubowitz,2686.9,29
263,Vella Towne V,2215.9,44
264,Erik Mitchell,3166.7,45
265,Marlon Gleason Jr.,2514.18,27
266,Clement Kuhic,1517.56,44
267,Albertha Lesch,1976.43,46
268,Gil Schneider PhD,1252.03,40
269,Weldon Rau,3826.12,45
270,Kenneth Bailey,3058.08,33
271,Mirna Bradtke,1598.02,28
272,Ardell Cartwright,593.44,42
273,Mrs. Thomas Rice,2298.4,33
274,Mrs. Karie Goldner,1592.85,27
275,Anna Lind,4236.92,26
276,Genia Kessler PhD,4265.43,27
277,Dr. Teresa Durgan,4231.33,36
278,Basil Berge,4709.39,27
279,Georgianne Abbott,2942.71,23
280,Chad McLaughlin,4784.98,33
281,Mr. Joesph Gibson,2672.18,45
282,Miss Edison Lebsack,4135.75,26
283,Stacy Ortiz DDS,1001.41,44
284,Nicky McGlynn,2372.28,39
285,Elaine Douglas,4283.58,40
286,Raymon Shields PhD,1776.47,43
287,Celia Windler,3128.06,29
288,Dr. Azalee McLaughlin,3970.93,33
289,Miss Terry Crist,4586.24,37
290,Dr. Virgilio Kuhlman,1723.31,43
291,Ignacia O'Kon,3401.63,26
292,Emily Hills,730.91,35
293,Lorrie Nicolas,4350.71,41
294,Billi McDermott,3225.35,39
295,Selene Welch,2549.9,33
296,Ms. Renate Moen,4583.32,27
297,Gale Volkman,1805.37,43
298,Sherman Quigley MD,608.94,25
299,Rafael Hartmann,1979.46,40
300,Shawnda Beier,2358.82,44
301,Ms. Floy Fadel,2326.61,36
302,Ms. Sonya Bailey,2445.92,32
303,Ms. Shakita Donnelly,4701.85,42
304,Wilma Schiller,4913.47,21
305,Mrs. Lavern Murazik,4323.24,32
306,Loren Hills,654.1,35
307,Iesha Larson,599.62,41
308,Wilburn Dietrich,2800.71,42
309,Brant Emmerich,4952.88,41
310,Trenton Herzog I,573.65,26
311,Graig Beahan,2605.59,36
312,Casey Macejkovic PhD,4240.39,22
313,Devon O'Reilly,4424.36,42
314,Ralph Langworth,3764.99,28
315,Mrs. Paul Ernser,1342.15,46
316,Alan Wehner II,4871.17,43
317,Selena Prosacco,2708.99,36
318,Marivel Parker,4183.61,37
319,Miss Ramon Romaguera,3128.4,40
320,Angle Zieme Jr.,3722.5,27
321,Vanessa Spencer II,2967.89,40
322,Brain Hickle,4631.51,34
323,Walton Kovacek,3141.8,38
324,Argentina Satterfield,2820.41,23
325,Ms. Carol Hilpert,4156.26,30
326,Bertha Quitzon PhD,4395.06,45
327,Ms. Lita Von,503.04,24
328,Jude Stoltenberg V,4142.06,42
329,Vania Parker,3856.96,31
330,Courtney Beahan,3355.69,31
331,Morris Cole I,4885.09,46
332,Winford Beier,4691.22,25
333,Mrs. Georgene White,2923.04,31
334,Miss Eugene Lemke,4464.73,42
335,Cassaundra Conn,4027.83,46
336,Alita Weissnat III,853.88,24
337,Felipa Nolan,4341.45,30
338,Lillie Robel,2460.74,26
339,Sari Hoeger,2960.36,22
340,Estell Schmitt III,4405.6,27
341,Charity Nikolaus,3731.1,21
342,Trina Roberts,2255.27,47
343,Antoine Waelchi,2238.76,31
344,Velda Armstrong,1342.82,39
345,Jacinta Bahringer,2284.85,42
346,Andree Medhurst,1678.78,22
347,Stepanie Stanton,2682.77,31
348,Carmine Schuster,3946.72,37
349,Lucie Schmeler,2473.94,44
350,Roxanna Stamm,2248.52,40
351,Fabian Harber V,2997.88,32
352,Mrs. Cody Conroy,1600.71,43
353,Jeramy Fahey,3733.8,37
354,Elaine Simonis,4771.0,32
355,Wava Cartwright,658.82,46
356,Mr. Donovan Ernser,625.48,28
357,Carroll Ziemann,729.84,30
358,Vance McLaughlin,3561.5,34
359,Bula Weber,3701.9,30
360,Franklin Muller,4977.27,28
361,Leandro Kling,2062.81,27
362,Norris Sauer II,2428.81,40
363,Royal O'Keefe,4978.95,40
364,Tracy Reichert,4767.02,31
365,Jenae Bogan,695.21,40
366,Jeanelle Johnston,2792.33,44
367,Coy Schroeder,1414.99,37
368,Rigoberto Zboncak,2854.84,36
369,Carter Rodriguez,1004.11,47
370,Will Crona,720.5,25
371,Clifton Emard,4804.85,44
372,Steven Douglas,1582.6,36
373,Rufina Bartell,1787.97,37
374,Eloise Jones,3798.05,20
375,Hai Kemmer,3538.39,37
376,Harlan Hickle,3604.55,33
377,Heath Rempel V,4755.89,29
378,Charlie Batz Jr.,1662.83,30
379,Georgina Senger,2994.05,29
380,Palmira Price,700.45,25
381,Edward Murphy,2350.88,24
382,Sybil Haag,1926.19,22
383,Ms. Willis Gulgowski,3265.9,39
384,Elissa Parker,666.09,44
385,Dr. Zack Lang,4994.47,25
386,Else Kuhn,576.13,23
387,Arnulfo Kassulke,3059.75,37
388,Ms. Sang Doyle,2727.56,31
389,Leeann Luettgen,2198.03,31
390,Carlotta Kihn,4025.86,25
